FileName,Y,Cb,Cr,Count
Normal_116.png,138.6646,141.73317,123.292534,14511
Normal_116.png,105.36018,130.31815,128.55167,13965
Normal_116.png,91.16711,127.71384,131.05257,13052
Normal_116.png,126.71751,152.04904,119.50147,12563
Normal_116.png,114.34612,147.60655,122.58789,10291
Normal_116.png,144.04935,158.99312,112.133934,9729
Normal_116.png,104.86967,139.57585,126.066826,9084
Normal_116.png,154.06898,159.61174,108.9344,7683
Normal_116.png,97.368706,154.03307,119.65194,6927
Normal_116.png,81.37045,147.43182,123.50232,6681
Normal_116.png,113.07374,159.97324,115.46715,5343
Normal_116.png,165.5696,158.25253,107.22324,5223
Normal_116.png,130.67503,164.09941,111.95816,4899
Normal_116.png,74.03522,132.6755,127.45964,4373
Normal_116.png,178.48822,153.729,106.78301,4203
Normal_116.png,192.24416,146.4509,108.99666,3289
Normal_117.png,0.31238306,128.00394,128.07115,20843
Normal_117.png,134.28716,140.04913,127.06889,17666
Normal_117.png,142.09967,148.9738,121.78847,16716
Normal_117.png,122.73947,139.42575,127.03633,13872
Normal_117.png,148.73361,155.45514,116.44948,13420
Normal_117.png,116.45016,156.14624,114.89039,12398
Normal_117.png,122.02613,164.93042,108.389145,11096
Normal_117.png,139.03978,163.1803,107.51293,10633
Normal_117.png,99.5541,148.43855,120.54723,10480
Normal_117.png,130.38863,152.96506,118.02223,9760
Normal_117.png,112.22057,144.83128,122.78339,9584
Normal_117.png,109.66003,134.48834,129.58585,8533
Normal_117.png,103.65296,160.5785,111.62556,8247
Normal_117.png,92.41302,135.4842,128.01096,7852
Normal_117.png,78.653305,135.0287,127.869774,7733
Normal_117.png,159.99635,157.52646,105.91453,7125
Normal_117.png,85.05242,153.19571,117.04765,6295
Normal_117.png,67.05655,144.5889,122.35089,4916
Normal_117.png,51.504093,137.94269,125.66842,3420
Normal_117.png,183.84142,149.66435,105.405914,2163
Normal_118.png,150.88057,142.27216,103.464806,20286
Normal_118.png,0.07802013,128.00316,127.988846,20264
Normal_118.png,146.82573,163.13277,88.060585,15005
Normal_118.png,138.28493,161.41727,92.18161,13986
Normal_118.png,128.43118,152.39664,98.59054,13718
Normal_118.png,143.27834,137.86368,106.3739,13006
Normal_118.png,158.78668,145.77744,101.09808,12765
Normal_118.png,123.99702,144.82655,103.41587,11744
Normal_118.png,134.44054,133.6661,109.34772,11216
Normal_118.png,136.7384,145.81052,102.29451,10027
Normal_118.png,128.09245,160.10602,94.14366,8847
Normal_118.png,95.002754,143.40036,107.216835,8707
Normal_118.png,154.84383,157.44437,96.644035,8484
Normal_118.png,103.3506,148.92204,102.85699,8146
Normal_118.png,114.16899,154.22945,99.037994,6947
Normal_118.png,160.91092,157.94992,79.92665,6230
Normal_118.png,122.45796,131.54695,110.34967,5079
Normal_118.png,86.61912,139.80049,108.031746,2867
Normal_118.png,199.42722,135.14874,107.36076,316
Normal_118.png,40.94167,129.95834,122.55418,240
Normal_119.png,0.19677886,128.0221,127.95088,21359
Normal_119.png,117.72479,133.04408,104.70544,13997
Normal_119.png,116.76597,142.02534,101.45355,13178
Normal_119.png,124.549225,132.85051,102.48718,12523
Normal_119.png,135.55789,167.60173,83.73563,11151
Normal_119.png,110.61361,132.411,106.894806,10932
Normal_119.png,122.51007,171.99661,86.476295,10630
Normal_119.png,111.00814,167.94162,89.82354,10314
Normal_119.png,72.33467,152.2862,100.74463,10189
Normal_119.png,116.195694,153.82399,96.38355,9704
Normal_119.png,150.45467,165.57877,80.1448,9662
Normal_119.png,62.210682,146.50612,104.21277,9569
Normal_119.png,83.71399,157.76143,96.72385,9129
Normal_119.png,123.94652,162.18991,89.85884,8657
Normal_119.png,96.85453,163.51639,92.684044,8476
Normal_119.png,102.18464,135.38795,107.77931,7019
Normal_119.png,166.98253,160.52353,77.030655,6525
Normal_119.png,50.838837,144.02422,108.32547,6360
Normal_119.png,100.879845,148.10721,100.69065,5476
Normal_119.png,90.81159,136.50414,109.785095,4830
Normal_120.png,0.13845918,128.05675,127.938484,19457
Normal_120.png,120.58498,157.47763,93.33886,17057
Normal_120.png,111.35266,154.39503,96.10516,15386
Normal_120.png,135.98119,166.71199,89.21621,12816
Normal_120.png,145.26984,166.24802,86.8292,11874
Normal_120.png,105.70418,146.0743,100.29228,11010
Normal_120.png,75.3935,142.07039,106.053856,10399
Normal_120.png,114.19777,163.32385,94.1927,10057
Normal_120.png,95.72458,147.20105,101.12711,9480
Normal_120.png,128.61537,159.15675,91.75718,9365
Normal_120.png,125.22988,167.59972,91.39344,9061
Normal_120.png,95.04701,138.08609,104.812836,8955
Normal_120.png,117.25098,149.36777,97.51878,8734
Normal_120.png,85.12362,142.66933,104.16733,8259
Normal_120.png,99.56226,158.56514,98.4217,7292
Normal_120.png,84.057,133.43596,107.44052,7246
Normal_120.png,66.13654,141.11334,108.05944,6679
Normal_120.png,85.085396,152.91168,102.31409,6511
Normal_120.png,157.9864,165.79556,83.7101,6178
Normal_120.png,33.71289,135.83008,116.2207,512
Normal_121.png,0.08681957,128.00513,128.00375,28254
Normal_121.png,125.682205,133.71877,127.030945,19780
Normal_121.png,76.64699,125.49278,134.64258,17937
Normal_121.png,109.53357,132.48088,128.75601,17861
Normal_121.png,92.97791,127.92626,131.47758,14946
Normal_121.png,69.64828,143.2205,120.35929,12163
Normal_121.png,127.28148,164.22916,105.80232,11468
Normal_121.png,140.65396,175.47192,96.656654,10025
Normal_121.png,87.658875,149.24783,115.01297,9712
Normal_121.png,114.55754,146.51779,118.35359,9610
Normal_121.png,137.63043,144.11584,119.87351,9289
Normal_121.png,175.16068,183.18736,82.99436,8694
Normal_121.png,51.22202,135.87973,126.407616,8265
Normal_121.png,157.04768,188.37515,88.11307,7509
Normal_121.png,190.2537,173.2966,80.12565,7131
Normal_121.png,153.8709,152.58264,113.16105,6383
Normal_121.png,106.43477,160.43573,105.91642,6293
Normal_121.png,207.18553,161.44127,74.81232,5099
Normal_121.png,166.82051,168.4465,101.300255,4000
Normal_121.png,229.13495,145.76778,74.59027,1645
Normal_122.png,0.23005083,128.01727,128.12602,27733
Normal_122.png,109.58988,125.0075,135.86284,20933
Normal_122.png,101.49758,124.60503,136.02351,20075
Normal_122.png,118.86378,126.45324,135.13039,16091
Normal_122.png,91.70709,125.93283,135.1604,12550
Normal_122.png,119.05486,165.53868,105.48136,11027
Normal_122.png,127.86528,132.78407,129.44081,10823
Normal_122.png,137.86961,130.27272,130.98001,10109
Normal_122.png,117.30994,138.37819,125.30578,9860
Normal_122.png,62.835682,134.31596,127.74404,9232
Normal_122.png,73.44362,142.89027,121.36133,8895
Normal_122.png,104.268364,159.03317,109.689575,8891
Normal_122.png,88.53944,150.30333,115.44485,8331
Normal_122.png,104.11074,139.9921,124.37178,7838
Normal_122.png,114.16868,152.0917,116.018616,7197
Normal_122.png,136.63539,145.08723,121.260826,6832
Normal_122.png,131.69054,156.13026,113.83492,6379
Normal_122.png,83.19568,133.41531,129.8462,5969
Normal_122.png,136.46353,169.6583,103.56021,5689
Normal_122.png,31.747438,124.56313,140.66382,586
Normal_123.png,0.08794541,127.9892,128.03047,27699
Normal_123.png,51.211098,127.676506,130.00078,16708
Normal_123.png,63.031017,130.11726,127.998375,16603
Normal_123.png,73.82866,132.36351,126.26164,16079
Normal_123.png,39.831543,127.06744,131.8487,16028
Normal_123.png,97.11752,136.73079,121.1195,15189
Normal_123.png,84.39698,135.3057,123.013985,14371
Normal_123.png,108.61313,137.49545,119.31051,12296
Normal_123.png,121.19343,136.87416,118.88449,10164
Normal_123.png,105.35412,127.13196,127.467354,8548
Normal_123.png,162.59644,132.46777,116.00148,8083
Normal_123.png,89.3297,127.61826,129.6555,7974
Normal_123.png,119.38208,126.027374,126.547585,7891
Normal_123.png,135.88832,136.18596,118.87433,7647
Normal_123.png,149.1411,129.80359,120.60967,7591
Normal_123.png,134.38472,126.40518,125.20273,7330
Normal_123.png,147.77791,141.83223,113.110146,6700
Normal_123.png,130.76874,144.11761,112.64765,4311
Normal_123.png,165.96704,143.9262,107.29344,2791
Normal_123.png,220.1919,150.51688,91.699135,1037
Normal_124.png,0.21319178,128.0043,128.02141,28730
Normal_124.png,200.65921,124.73597,131.25232,17157
Normal_124.png,145.37039,167.90253,99.159355,13429
Normal_124.png,167.0885,117.95113,132.07372,12710
Normal_124.png,44.186447,131.84071,127.55705,12261
Normal_124.png,185.80466,120.77723,132.14189,12066
Normal_124.png,60.997215,137.64375,123.005394,11489
Normal_124.png,162.83667,155.95549,107.26316,10469
Normal_124.png,175.61133,135.81358,121.1706,9795
Normal_124.png,81.541176,143.37502,118.47403,9666
Normal_124.png,152.58122,131.67012,123.21793,9246
Normal_124.png,199.71481,138.97575,119.36958,9075
Normal_124.png,128.16475,128.35956,128.32346,8947
Normal_124.png,126.29919,162.61449,103.32623,8687
Normal_124.png,115.5241,143.16583,118.40727,8611
Normal_124.png,139.44875,148.21881,114.93537,8185
